Link,Title,Author,Publisher,"Publish Date","Place of Publication",Format,"Location & Call Number"
https://libraries.rbkc.gov.uk/GroupedWork/5c8ceda9-2890-c901-6aea-80e08f2d0423-eng,"Tico's Travels","Bond, Alexander","Bond Games Group Ltd",2024,"Richmond, London","Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: BOARD GAMES - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/8e894ee7-8218-a14b-0984-4e0d1d595459-eng,"Star wars: outer rim","Konieczka, Corey","Fantasy Flight Games",2019,,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: AUTO - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/d0ca509d-964c-3ec5-d8c5-55c43f0dac47-eng,"Games of thrones: oathbreaker","Spak, Kevin","Dire Wolf",2019,,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: AUTO - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/e0fed3ea-0e7b-1df0-2795-ede98e91d3f2-eng,"Great Western Trail","Pfister, Alexander","Plan B Games Europe GmbH",2021,"Stuttgart, Germany","Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: BOARD GAMES - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/a972daff-58e5-5e20-df73-bfce58580acb-eng,"Unmatched:  for king and country","Daviau, Rob","Resortation Games",2023,,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: AUTO - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/a069bc70-ebc1-424e-00ad-9cefee80cc0e-eng,"Villainous: Infinite power","Hall, Prospero",Ravensburger,2020,"North America","Book;Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/0a4f966c-d888-11da-4292-19fe20ad649b-eng,"Alice is missing: a silent role playing game","Starke, Spencer","Hunters Entertainment",2018,Missesota,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Paddington Library - BOARDGAMES - Adult lending: BOARD GAMES - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/8baab961-22cf-a628-1e71-d151159ece65-eng,"Escape the Dark Castle: the game of atmospheric adventure","Pike, Thomas",Themeborn,2018,Nottingham,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Paddington Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: BOARD GAMES - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/c91d63b4-56ed-e56d-38af-bceaf0266aa1-eng,"7 wonders: duel","Bauza, Antoine","Repos Production",2015,,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: AUTO - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/c27cff8f-43d8-dbac-c4e0-84909490a5ad-eng,"Exit: the abandoned cabin","Brand, Inka",,2016,KOSMOS,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out"
https://libraries.rbkc.gov.uk/GroupedWork/01d9c0ff-1e1d-11fa-3d30-577d9c2ab21f-eng,"Root: a game of woodland might and right","Wehrle, Cole","Leder Games",2018,Missesota,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Victoria Library - BOARDGAMES - Adult lending: BOARD GAMES - In Transit"
https://libraries.rbkc.gov.uk/GroupedWork/6f5321e0-3bb9-aca3-9513-85276d673311-eng,"Escape the Dark Sector","Pike, Thomas",Themborne,2020,Norwich,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: BOARD GAMES - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/09b7a2b4-56f8-df77-611d-25767fe14d7a-eng,Unfathomable,"Fanchi, Tony","Fantasy Flight Games",2021,,"Board Game","Board Game::Kensington Central Library - BOARDGAMES - Adult lending: BOARD GAMES - Checked Out,Board Game::Pimlico Library - BOARDGAMES - Adult lending: AUTO - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/8113562b-c9c5-3e02-a03b-6acefed6b36d-eng,"Pitch like Hollywood: what you can learn from the high-stakes film industry","Desberg, Peter","McGraw Hill",2022,"New York",Reference,"Reference::Kensington Central Library - BUS - Reference Library: 658.85 - On Shelf"
https://libraries.rbkc.gov.uk/GroupedWork/d92ba887-5a01-7728-815e-a6d530863155-eng,"Viticulture: essential edition","Beth Sobel","Stonemaier games",2015,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/6a6b3679-9692-bf56-3d7c-25113f161149-eng,"Exploding kittens","Inman, Matthew",Asmodee,2021,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/364108ad-938e-1301-8d7e-b8fa893ffb2a-eng,Outfoxed!,"Tipaton-Johnson, Colt",Gamewright,2014,"Hampton Hill,Twickenham","Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/3731d7fc-c3dd-8aeb-84f8-9d7a06d9a875-eng,Chess,,"M.Y Traditional games",,Exeter,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/00109244-0d19-6da0-c09a-18a6260b52d3-eng,Skull,"Marly, Hervé",,2017,"Saint-Père-en-Retz : Lui-même, 2013-2017","Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/96d2d441-b66d-1d19-7780-fbcf26e4c75a-eng,"Disney Villainous",Ravensburger,Ravensburger,2019,Bicester,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/5922b676-01e3-51b9-656d-06863c548be1-eng,"Let's Go! To Japan","Josh Wood",AEG,2024,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/184ce523-f4ea-d72f-ed20-92274ef6ea58-eng,"The Isle of Cats","WEST, Frank","The City of Games",2019,Bristol,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/06a76066-9d5a-716d-d574-5811edd9936d-eng,"Marvel Splendor","André, Marc","Space Cowboys",2021,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/e330104c-6f23-174a-94be-b9e4444fc746-eng,Heroquest,"Bradley, Milton",Hasbro,2021,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/639bb556-5302-cf1d-173f-88c68e087254-eng,"Splendor duels","André, Marc","Space Cowboys",2022,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/04996f08-1985-e6e9-ab03-e6b75ae5464f-eng,"Sushi Go!","Walker-Harding, Phil",Gamewright,2013,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/3849106b-8c51-4350-d90b-b355ee42ddeb-eng,"Brass: Birmingham","Wallace, Martin","Roxley Games",2018,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/f5af3974-6233-64ba-c664-9ebaeffbb9ca-eng,"Spy Guy Fantasy","Majchrowski, Mariusz","Trefl; Hachette Boardgames UK Ltd",2024,Poland,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/1582c19d-afc9-f4ad-3402-9683f394b9d4-eng,"Ticket to ride: London","Moon, Alan R","Days of Wonder",2015,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/dd6e4503-9fb0-3d56-9314-44f05ef8380d-eng,"Machi Koro 2",,"Panda Saurus Games",,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/eb1f567e-e3ae-10d9-caf1-bf06618556fc-eng,"Flamme rouge","Granerud, Asger Harding","Stronghold games",2015,Helsinki,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/a67f6fbc-2b0f-b439-7bcf-8846b55585f6-eng,"Magic Rabbit","Dutois, Julie","Lumberjacks Studio",2020,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/bd39f41c-5ca9-b0ae-eaa8-2ed8243e5343-eng,"Chocolate factory","Dunstan, Matthew","Alley Cat Games",2019,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/817c6295-e951-42d0-e448-9226001be407-eng,"Side Effects","Igartua, Jen","Pillbox Games",2021,"Brooklyn, NY","Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/c65668e8-2454-2c39-3870-05d8da938f21-eng,Footprints,"Svensson, Eilif","Chilifox Games and 4GAMES",2023,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/bca85267-2bcf-4a5a-bfcc-234fade876f9-eng,Calico,"Kevin russ",AEG,,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/dad9c6d5-ddf0-8e84-4311-074892b32e2c-eng,"Dungeons and dragons: adventure begins","Dungeons & Dragons",Asmodee,2020,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/50645b9f-4826-7ba6-3072-bd7c54daeeb8-eng,Cultivate,"Foss, Austin","Pops & Bejou Games",2021,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/ac831a56-7d4c-7db1-ebff-479732d11226-eng,Parks,"Audubon, Henry","Keymaster Games LLC,\c2019",2019,"Jefferson, Georgia USA","Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/33925d05-3924-1f78-91d4-8a916cf9fa2a-eng,"Azul: summer pavilion","Michael Kiesling","Next Move",,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/5e5f3a78-08fc-4906-fa61-524fb22a1fd7-eng,Yokohama,"Hisashi Hayashi","Synapse games",2016,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/09791d68-3d7e-1e83-b8ee-f77b3e4d9045-eng,Canvas,"Jeff Chin, Andrew Nerger",,,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/3c8847a4-a139-5f6f-3d99-7349896bbdd7-eng,"Stomp the Plank: Pack your trunks","Sirieix, Florian","Hachette Boardgames UK; The Flying Games",2023,France,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/b2a68509-8d85-24e8-be23-e45d380d7a0c-eng,Everdell,"James A Wilson","Starling games",,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/98427120-c352-5920-5ad7-f3992b6e26b8-eng,"Azul Duel","Michael Kiesling","Next Move",,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/9b5f5fc6-6f8b-4aaf-e2a3-af8ffe6bbeee-eng,"Forbidden jungle","Leacock, Matt",Gamewright,2023,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/1b16d897-e0d4-e261-e5ed-734c399d30ad-eng,"The crew: the quest for planet nine","Sing, Thomas",Kosmos,2019,Stuttgart,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/505279d5-07da-4ca9-29cd-1edbf0176a0e-eng,"The crew: mission deep sea","Sing, Thomas",Kosmos,2021,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/547d3dfc-aede-2431-58b5-d3a408d81e7d-eng,"Back stories: alone under the ice","Messaud, Jules","La Boîte de Jeu",2024,Arceau,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/9157a9df-271c-f7d0-0ae4-3dce84dea4fa-eng,"Harry Potter Dobble","Blanchot, Denis",,2019,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/30620936-9f47-f903-3224-083bffa7d685-eng,"Dungeon party","Drover, Glenn","Forbidden Games",2021,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/64ee3f23-c6f4-7473-859d-eaf512be607e-eng,Finspan,"David Gordon, Michael O'Connell",,2025,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/aa6aa21c-a4cd-22ff-87c0-f64dcef1cf72-eng,"221b Baker Street: The Sherlock Holmes Detective Game",,Gibsons,2014,Surrey,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/d4859bb0-3eab-6d0d-f7c6-ab10a6ad538a-eng,"Twilight struggle:  the cold war, 1945-1989","Gupta, Ananda",GMT,2021,Hanford,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/20f7e587-e702-5949-0338-6b5d55595ee1-eng,Istanbul,"Rüdiger Dorn",,2014,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/a3e72838-9a6a-6fef-e48e-b8d612d49a61-eng,"The lord of the rings: Adventure to mount doom","Michael Rieneck",KOSMOS,,,"Board Game",
https://libraries.rbkc.gov.uk/GroupedWork/8174cd58-e3e8-c8af-4502-2b241f500640-eng,"The happy waving game: Tombliboos",,"BBC Children's",2007,London,"UNKNOWN set up by BS",
https://libraries.rbkc.gov.uk/GroupedWork/cf4b9da6-32b7-b636-927e-24b6136a733e-eng,"Black and white: a high contrast book of art","Armstrong, Victoria (Editor)","Dorling Kindersley Limited",2024,London,"Children’s art books;Book",
https://libraries.rbkc.gov.uk/GroupedWork/2da3b9fe-8fc0-5ccb-c5ac-eb4826848107-eng,"Mog and me","Kerr, Judith",Collins,1996,London,"UNKNOWN set up by BS",
https://libraries.rbkc.gov.uk/GroupedWork/7910c0f3-29f4-206d-1615-163e776ba85d-eng,"My friends","Tucker, Stephen","Oxford University Press",2001,Oxford,"UNKNOWN set up by BS",
